DIA_TRANSPORTE,NOMBRE_EMPRESA,LINEA,AMBA,TIPO_TRANSPORTE,JURISDICCION,PROVINCIA,MUNICIPIO,CANTIDAD,DATO_PRELIMINAR,MES_NUMERO,MES_NOMBRE,DIA_SEMANA,TIPO_DIA,ESTACION
2025-06-30,EMPRESA NUEVE DE JULIO S.A.T.,LINEA OESTE,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,61176,NO,6,Junio,Lunes,Día de semana,Invierno
2025-06-30,FUERTE BARRAGAN S.A.T.I.C.I.,LINEA_506F_BSAS,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,11455,NO,6,Junio,Lunes,Día de semana,Invierno
2025-06-30,UNION PLATENSE SRL,NORTE MUNICIPAL,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,11589,NO,6,Junio,Lunes,Día de semana,Invierno
2025-07-01,UNION PLATENSE SRL,BSAS_LINEA_502_SUR,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,12114,NO,7,Julio,Martes,Día de semana,Invierno
2025-07-01,MICROEXPRES S.A.,BSAS_LINEA_503_ESTE,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,7535,NO,7,Julio,Martes,Día de semana,Invierno
2025-07-01,EXPRESO LA PLATA BUENOS AIRES S.A.,BSAS_LINEA_503E,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,29076,NO,7,Julio,Martes,Día de semana,Invierno
2025-07-01,EMPRESA NUEVE DE JULIO S.A.T.,BSAS_LINEA_508C,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,1420,NO,7,Julio,Martes,Día de semana,Invierno
2025-07-01,EXPRESO LA PLATA BUENOS AIRES S.A.,BSAS_LINEA_518,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,821,NO,7,Julio,Martes,Día de semana,Invierno
2025-07-01,UNION PLATENSE SRL,BSAS_LINEA_520C,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,14081,NO,7,Julio,Martes,Día de semana,Invierno
2025-07-01,EMPRESA NUEVE DE JULIO S.A.T.,BSAS_LINEA_561B,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,1608,NO,7,Julio,Martes,Día de semana,Invierno
2025-07-01,EMPRESA NUEVE DE JULIO S.A.T.,LINEA OESTE,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,57775,NO,7,Julio,Martes,Día de semana,Invierno
2025-07-01,FUERTE BARRAGAN S.A.T.I.C.I.,LINEA_506F_BSAS,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,10902,NO,7,Julio,Martes,Día de semana,Invierno
2025-07-01,UNION PLATENSE SRL,NORTE MUNICIPAL,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,11542,NO,7,Julio,Martes,Día de semana,Invierno
2025-07-02,UNION PLATENSE SRL,BSAS_LINEA_502_SUR,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,13041,NO,7,Julio,Miércoles,Día de semana,Invierno
2025-07-02,MICROEXPRES S.A.,BSAS_LINEA_503_ESTE,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,7934,NO,7,Julio,Miércoles,Día de semana,Invierno
2025-07-02,EXPRESO LA PLATA BUENOS AIRES S.A.,BSAS_LINEA_503E,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,32481,NO,7,Julio,Miércoles,Día de semana,Invierno
2025-07-02,EMPRESA NUEVE DE JULIO S.A.T.,BSAS_LINEA_508C,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,1284,NO,7,Julio,Miércoles,Día de semana,Invierno
2025-07-02,EXPRESO LA PLATA BUENOS AIRES S.A.,BSAS_LINEA_518,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,870,NO,7,Julio,Miércoles,Día de semana,Invierno
2025-07-02,UNION PLATENSE SRL,BSAS_LINEA_520C,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,14666,NO,7,Julio,Miércoles,Día de semana,Invierno
2025-07-02,EMPRESA NUEVE DE JULIO S.A.T.,BSAS_LINEA_561B,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,1646,NO,7,Julio,Miércoles,Día de semana,Invierno
2025-07-02,EMPRESA NUEVE DE JULIO S.A.T.,LINEA OESTE,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,61839,NO,7,Julio,Miércoles,Día de semana,Invierno
2025-07-02,FUERTE BARRAGAN S.A.T.I.C.I.,LINEA_506F_BSAS,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,12244,NO,7,Julio,Miércoles,Día de semana,Invierno
2025-07-02,UNION PLATENSE SRL,NORTE MUNICIPAL,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,12693,NO,7,Julio,Miércoles,Día de semana,Invierno
2025-07-03,UNION PLATENSE SRL,BSAS_LINEA_502_SUR,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,13400,NO,7,Julio,Jueves,Día de semana,Invierno
2025-07-03,MICROEXPRES S.A.,BSAS_LINEA_503_ESTE,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,8208,NO,7,Julio,Jueves,Día de semana,Invierno
2025-07-03,EXPRESO LA PLATA BUENOS AIRES S.A.,BSAS_LINEA_503E,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,34117,NO,7,Julio,Jueves,Día de semana,Invierno
2025-07-03,EMPRESA NUEVE DE JULIO S.A.T.,BSAS_LINEA_508C,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,1520,NO,7,Julio,Jueves,Día de semana,Invierno
2025-07-03,EXPRESO LA PLATA BUENOS AIRES S.A.,BSAS_LINEA_518,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,1035,NO,7,Julio,Jueves,Día de semana,Invierno
2025-07-03,UNION PLATENSE SRL,BSAS_LINEA_520C,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,15548,NO,7,Julio,Jueves,Día de semana,Invierno
2025-07-03,EMPRESA NUEVE DE JULIO S.A.T.,BSAS_LINEA_561B,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,1767,NO,7,Julio,Jueves,Día de semana,Invierno
2025-07-03,EMPRESA NUEVE DE JULIO S.A.T.,LINEA OESTE,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,65579,NO,7,Julio,Jueves,Día de semana,Invierno
2025-07-03,FUERTE BARRAGAN S.A.T.I.C.I.,LINEA_506F_BSAS,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,12940,NO,7,Julio,Jueves,Día de semana,Invierno
2025-07-03,UNION PLATENSE SRL,NORTE MUNICIPAL,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,12653,NO,7,Julio,Jueves,Día de semana,Invierno
2025-07-04,UNION PLATENSE SRL,BSAS_LINEA_502_SUR,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,13512,NO,7,Julio,Viernes,Día de semana,Invierno
2025-07-04,MICROEXPRES S.A.,BSAS_LINEA_503_ESTE,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,8702,NO,7,Julio,Viernes,Día de semana,Invierno
2025-07-04,EXPRESO LA PLATA BUENOS AIRES S.A.,BSAS_LINEA_503E,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,34823,NO,7,Julio,Viernes,Día de semana,Invierno
2025-07-04,EMPRESA NUEVE DE JULIO S.A.T.,BSAS_LINEA_508C,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,1639,NO,7,Julio,Viernes,Día de semana,Invierno
2025-07-04,EXPRESO LA PLATA BUENOS AIRES S.A.,BSAS_LINEA_518,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,918,NO,7,Julio,Viernes,Día de semana,Invierno
2025-07-04,UNION PLATENSE SRL,BSAS_LINEA_520C,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,15682,NO,7,Julio,Viernes,Día de semana,Invierno
2025-07-04,EMPRESA NUEVE DE JULIO S.A.T.,BSAS_LINEA_561B,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,1744,NO,7,Julio,Viernes,Día de semana,Invierno
2025-07-04,EMPRESA NUEVE DE JULIO S.A.T.,LINEA OESTE,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,69941,NO,7,Julio,Viernes,Día de semana,Invierno
2025-07-04,FUERTE BARRAGAN S.A.T.I.C.I.,LINEA_506F_BSAS,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,13223,NO,7,Julio,Viernes,Día de semana,Invierno
2025-07-04,UNION PLATENSE SRL,NORTE MUNICIPAL,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,12837,NO,7,Julio,Viernes,Día de semana,Invierno
2025-07-05,UNION PLATENSE SRL,BSAS_LINEA_502_SUR,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,4826,NO,7,Julio,Sábado,Fin de semana,Invierno
2025-07-05,MICROEXPRES S.A.,BSAS_LINEA_503_ESTE,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,4324,NO,7,Julio,Sábado,Fin de semana,Invierno
2025-07-05,EXPRESO LA PLATA BUENOS AIRES S.A.,BSAS_LINEA_503E,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,18093,NO,7,Julio,Sábado,Fin de semana,Invierno
2025-07-05,EMPRESA NUEVE DE JULIO S.A.T.,BSAS_LINEA_508C,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,538,NO,7,Julio,Sábado,Fin de semana,Invierno
2025-07-05,EXPRESO LA PLATA BUENOS AIRES S.A.,BSAS_LINEA_518,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,369,NO,7,Julio,Sábado,Fin de semana,Invierno
2025-07-05,UNION PLATENSE SRL,BSAS_LINEA_520C,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,6007,NO,7,Julio,Sábado,Fin de semana,Invierno
2025-07-05,EMPRESA NUEVE DE JULIO S.A.T.,BSAS_LINEA_561B,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,490,NO,7,Julio,Sábado,Fin de semana,Invierno
2025-07-05,EMPRESA NUEVE DE JULIO S.A.T.,LINEA OESTE,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,32559,NO,7,Julio,Sábado,Fin de semana,Invierno
2025-07-05,FUERTE BARRAGAN S.A.T.I.C.I.,LINEA_506F_BSAS,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,5491,NO,7,Julio,Sábado,Fin de semana,Invierno
2025-07-05,UNION PLATENSE SRL,NORTE MUNICIPAL,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,4161,NO,7,Julio,Sábado,Fin de semana,Invierno
2025-07-06,UNION PLATENSE SRL,BSAS_LINEA_502_SUR,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,1409,NO,7,Julio,Domingo,Fin de semana,Invierno
2025-07-06,MICROEXPRES S.A.,BSAS_LINEA_503_ESTE,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,2699,NO,7,Julio,Domingo,Fin de semana,Invierno
2025-07-06,EXPRESO LA PLATA BUENOS AIRES S.A.,BSAS_LINEA_503E,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,9981,NO,7,Julio,Domingo,Fin de semana,Invierno
2025-07-06,EMPRESA NUEVE DE JULIO S.A.T.,BSAS_LINEA_508C,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,301,NO,7,Julio,Domingo,Fin de semana,Invierno
2025-07-06,UNION PLATENSE SRL,BSAS_LINEA_520C,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,2640,NO,7,Julio,Domingo,Fin de semana,Invierno
2025-07-06,EMPRESA NUEVE DE JULIO S.A.T.,BSAS_LINEA_561B,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,320,NO,7,Julio,Domingo,Fin de semana,Invierno
2025-07-06,EMPRESA NUEVE DE JULIO S.A.T.,LINEA OESTE,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,17439,NO,7,Julio,Domingo,Fin de semana,Invierno
2025-07-06,FUERTE BARRAGAN S.A.T.I.C.I.,LINEA_506F_BSAS,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,3527,NO,7,Julio,Domingo,Fin de semana,Invierno
2025-07-06,UNION PLATENSE SRL,NORTE MUNICIPAL,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,2087,NO,7,Julio,Domingo,Fin de semana,Invierno
2025-07-07,UNION PLATENSE SRL,BSAS_LINEA_502_SUR,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,13493,NO,7,Julio,Lunes,Día de semana,Invierno
2025-07-07,MICROEXPRES S.A.,BSAS_LINEA_503_ESTE,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,8747,NO,7,Julio,Lunes,Día de semana,Invierno
2025-07-07,EXPRESO LA PLATA BUENOS AIRES S.A.,BSAS_LINEA_503E,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,33623,NO,7,Julio,Lunes,Día de semana,Invierno
2025-07-07,EMPRESA NUEVE DE JULIO S.A.T.,BSAS_LINEA_508C,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,1517,NO,7,Julio,Lunes,Día de semana,Invierno
2025-07-07,EXPRESO LA PLATA BUENOS AIRES S.A.,BSAS_LINEA_518,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,1018,NO,7,Julio,Lunes,Día de semana,Invierno
2025-07-07,UNION PLATENSE SRL,BSAS_LINEA_520C,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,15281,NO,7,Julio,Lunes,Día de semana,Invierno
2025-07-07,EMPRESA NUEVE DE JULIO S.A.T.,BSAS_LINEA_561B,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,1768,NO,7,Julio,Lunes,Día de semana,Invierno
2025-07-07,EMPRESA NUEVE DE JULIO S.A.T.,LINEA OESTE,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,66953,NO,7,Julio,Lunes,Día de semana,Invierno
2025-07-07,FUERTE BARRAGAN S.A.T.I.C.I.,LINEA_506F_BSAS,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,13077,NO,7,Julio,Lunes,Día de semana,Invierno
2025-07-07,UNION PLATENSE SRL,NORTE MUNICIPAL,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,12623,NO,7,Julio,Lunes,Día de semana,Invierno
2025-07-08,UNION PLATENSE SRL,BSAS_LINEA_502_SUR,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,13932,NO,7,Julio,Martes,Día de semana,Invierno
2025-07-08,MICROEXPRES S.A.,BSAS_LINEA_503_ESTE,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,8810,NO,7,Julio,Martes,Día de semana,Invierno
2025-07-08,EXPRESO LA PLATA BUENOS AIRES S.A.,BSAS_LINEA_503E,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,35429,NO,7,Julio,Martes,Día de semana,Invierno
2025-07-08,EMPRESA NUEVE DE JULIO S.A.T.,BSAS_LINEA_508C,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,1579,NO,7,Julio,Martes,Día de semana,Invierno
2025-07-08,EXPRESO LA PLATA BUENOS AIRES S.A.,BSAS_LINEA_518,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,1118,NO,7,Julio,Martes,Día de semana,Invierno
2025-07-08,UNION PLATENSE SRL,BSAS_LINEA_520C,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,15914,NO,7,Julio,Martes,Día de semana,Invierno
2025-07-08,EMPRESA NUEVE DE JULIO S.A.T.,BSAS_LINEA_561B,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,1875,NO,7,Julio,Martes,Día de semana,Invierno
2025-07-08,EMPRESA NUEVE DE JULIO S.A.T.,LINEA OESTE,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,69834,NO,7,Julio,Martes,Día de semana,Invierno
2025-07-08,FUERTE BARRAGAN S.A.T.I.C.I.,LINEA_506F_BSAS,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,13590,NO,7,Julio,Martes,Día de semana,Invierno
2025-07-08,UNION PLATENSE SRL,NORTE MUNICIPAL,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,13292,NO,7,Julio,Martes,Día de semana,Invierno
2025-07-09,UNION PLATENSE SRL,BSAS_LINEA_502_SUR,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,2101,NO,7,Julio,Miércoles,Día de semana,Invierno
2025-07-09,MICROEXPRES S.A.,BSAS_LINEA_503_ESTE,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,3220,NO,7,Julio,Miércoles,Día de semana,Invierno
2025-07-09,EXPRESO LA PLATA BUENOS AIRES S.A.,BSAS_LINEA_503E,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,12058,NO,7,Julio,Miércoles,Día de semana,Invierno
2025-07-09,EMPRESA NUEVE DE JULIO S.A.T.,BSAS_LINEA_508C,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,413,NO,7,Julio,Miércoles,Día de semana,Invierno
2025-07-09,UNION PLATENSE SRL,BSAS_LINEA_520C,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,3634,NO,7,Julio,Miércoles,Día de semana,Invierno
2025-07-09,EMPRESA NUEVE DE JULIO S.A.T.,BSAS_LINEA_561B,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,497,NO,7,Julio,Miércoles,Día de semana,Invierno
2025-07-09,EMPRESA NUEVE DE JULIO S.A.T.,LINEA OESTE,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,21600,NO,7,Julio,Miércoles,Día de semana,Invierno
2025-07-09,FUERTE BARRAGAN S.A.T.I.C.I.,LINEA_506F_BSAS,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,4413,NO,7,Julio,Miércoles,Día de semana,Invierno
2025-07-09,UNION PLATENSE SRL,NORTE MUNICIPAL,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,2712,NO,7,Julio,Miércoles,Día de semana,Invierno
2025-07-10,UNION PLATENSE SRL,BSAS_LINEA_502_SUR,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,13820,NO,7,Julio,Jueves,Día de semana,Invierno
2025-07-10,MICROEXPRES S.A.,BSAS_LINEA_503_ESTE,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,9052,NO,7,Julio,Jueves,Día de semana,Invierno
2025-07-10,EXPRESO LA PLATA BUENOS AIRES S.A.,BSAS_LINEA_503E,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,35192,NO,7,Julio,Jueves,Día de semana,Invierno
2025-07-10,EMPRESA NUEVE DE JULIO S.A.T.,BSAS_LINEA_508C,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,1506,NO,7,Julio,Jueves,Día de semana,Invierno
2025-07-10,EXPRESO LA PLATA BUENOS AIRES S.A.,BSAS_LINEA_518,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,1003,NO,7,Julio,Jueves,Día de semana,Invierno
2025-07-10,UNION PLATENSE SRL,BSAS_LINEA_520C,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,16500,NO,7,Julio,Jueves,Día de semana,Invierno
2025-07-10,EMPRESA NUEVE DE JULIO S.A.T.,BSAS_LINEA_561B,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,1852,NO,7,Julio,Jueves,Día de semana,Invierno
2025-07-10,EMPRESA NUEVE DE JULIO S.A.T.,LINEA OESTE,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,69881,NO,7,Julio,Jueves,Día de semana,Invierno
2025-07-10,FUERTE BARRAGAN S.A.T.I.C.I.,LINEA_506F_BSAS,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,13436,NO,7,Julio,Jueves,Día de semana,Invierno
2025-07-10,UNION PLATENSE SRL,NORTE MUNICIPAL,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,13135,NO,7,Julio,Jueves,Día de semana,Invierno
2025-07-11,UNION PLATENSE SRL,BSAS_LINEA_502_SUR,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,13707,NO,7,Julio,Viernes,Día de semana,Invierno
2025-07-11,MICROEXPRES S.A.,BSAS_LINEA_503_ESTE,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,8961,NO,7,Julio,Viernes,Día de semana,Invierno
2025-07-11,EXPRESO LA PLATA BUENOS AIRES S.A.,BSAS_LINEA_503E,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,34517,NO,7,Julio,Viernes,Día de semana,Invierno
2025-07-11,EMPRESA NUEVE DE JULIO S.A.T.,BSAS_LINEA_508C,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,1454,NO,7,Julio,Viernes,Día de semana,Invierno
2025-07-11,EXPRESO LA PLATA BUENOS AIRES S.A.,BSAS_LINEA_518,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,998,NO,7,Julio,Viernes,Día de semana,Invierno
2025-07-11,UNION PLATENSE SRL,BSAS_LINEA_520C,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,15890,NO,7,Julio,Viernes,Día de semana,Invierno
2025-07-11,EMPRESA NUEVE DE JULIO S.A.T.,BSAS_LINEA_561B,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,1767,NO,7,Julio,Viernes,Día de semana,Invierno
2025-07-11,EMPRESA NUEVE DE JULIO S.A.T.,LINEA OESTE,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,70914,NO,7,Julio,Viernes,Día de semana,Invierno
2025-07-11,FUERTE BARRAGAN S.A.T.I.C.I.,LINEA_506F_BSAS,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,13470,NO,7,Julio,Viernes,Día de semana,Invierno
2025-07-11,UNION PLATENSE SRL,NORTE MUNICIPAL,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,13036,NO,7,Julio,Viernes,Día de semana,Invierno
2025-07-12,UNION PLATENSE SRL,BSAS_LINEA_502_SUR,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,4914,NO,7,Julio,Sábado,Fin de semana,Invierno
2025-07-12,MICROEXPRES S.A.,BSAS_LINEA_503_ESTE,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,4465,NO,7,Julio,Sábado,Fin de semana,Invierno
2025-07-12,EXPRESO LA PLATA BUENOS AIRES S.A.,BSAS_LINEA_503E,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,17308,NO,7,Julio,Sábado,Fin de semana,Invierno
2025-07-12,EMPRESA NUEVE DE JULIO S.A.T.,BSAS_LINEA_508C,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,543,NO,7,Julio,Sábado,Fin de semana,Invierno
2025-07-12,EXPRESO LA PLATA BUENOS AIRES S.A.,BSAS_LINEA_518,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,386,NO,7,Julio,Sábado,Fin de semana,Invierno
2025-07-12,UNION PLATENSE SRL,BSAS_LINEA_520C,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,6326,NO,7,Julio,Sábado,Fin de semana,Invierno
2025-07-12,EMPRESA NUEVE DE JULIO S.A.T.,BSAS_LINEA_561B,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,633,NO,7,Julio,Sábado,Fin de semana,Invierno
2025-07-12,EMPRESA NUEVE DE JULIO S.A.T.,LINEA OESTE,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,32159,NO,7,Julio,Sábado,Fin de semana,Invierno
2025-07-12,FUERTE BARRAGAN S.A.T.I.C.I.,LINEA_506F_BSAS,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,5275,NO,7,Julio,Sábado,Fin de semana,Invierno
2025-07-12,UNION PLATENSE SRL,NORTE MUNICIPAL,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,3963,NO,7,Julio,Sábado,Fin de semana,Invierno
2025-07-13,UNION PLATENSE SRL,BSAS_LINEA_502_SUR,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,1381,NO,7,Julio,Domingo,Fin de semana,Invierno
2025-07-13,MICROEXPRES S.A.,BSAS_LINEA_503_ESTE,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,2530,NO,7,Julio,Domingo,Fin de semana,Invierno
2025-07-13,EXPRESO LA PLATA BUENOS AIRES S.A.,BSAS_LINEA_503E,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,10170,NO,7,Julio,Domingo,Fin de semana,Invierno
2025-07-13,EMPRESA NUEVE DE JULIO S.A.T.,BSAS_LINEA_508C,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,270,NO,7,Julio,Domingo,Fin de semana,Invierno
2025-07-13,UNION PLATENSE SRL,BSAS_LINEA_520C,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,2814,NO,7,Julio,Domingo,Fin de semana,Invierno
2025-07-13,EMPRESA NUEVE DE JULIO S.A.T.,BSAS_LINEA_561B,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,310,NO,7,Julio,Domingo,Fin de semana,Invierno
2025-07-13,EMPRESA NUEVE DE JULIO S.A.T.,LINEA OESTE,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,17511,NO,7,Julio,Domingo,Fin de semana,Invierno
2025-07-13,FUERTE BARRAGAN S.A.T.I.C.I.,LINEA_506F_BSAS,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,3383,NO,7,Julio,Domingo,Fin de semana,Invierno
2025-07-13,UNION PLATENSE SRL,NORTE MUNICIPAL,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,1902,NO,7,Julio,Domingo,Fin de semana,Invierno
2025-07-14,UNION PLATENSE SRL,BSAS_LINEA_502_SUR,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,13348,NO,7,Julio,Lunes,Día de semana,Invierno
