DIA_TRANSPORTE,NOMBRE_EMPRESA,LINEA,AMBA,TIPO_TRANSPORTE,JURISDICCION,PROVINCIA,MUNICIPIO,CANTIDAD,DATO_PRELIMINAR,MES_NUMERO,MES_NOMBRE,DIA_SEMANA,TIPO_DIA,ESTACION
2025-04-13,EMPRESA NUEVE DE JULIO S.A.T.,BSAS_LINEA_508C,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,257,NO,4,Abril,Domingo,Fin de semana,Otoño
2025-04-13,UNION PLATENSE SRL,BSAS_LINEA_520C,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,3136,NO,4,Abril,Domingo,Fin de semana,Otoño
2025-04-13,EMPRESA NUEVE DE JULIO S.A.T.,BSAS_LINEA_561B,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,335,NO,4,Abril,Domingo,Fin de semana,Otoño
2025-04-13,EMPRESA NUEVE DE JULIO S.A.T.,LINEA OESTE,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,20402,NO,4,Abril,Domingo,Fin de semana,Otoño
2025-04-13,FUERTE BARRAGAN S.A.T.I.C.I.,LINEA_506F_BSAS,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,3912,NO,4,Abril,Domingo,Fin de semana,Otoño
2025-04-13,UNION PLATENSE SRL,NORTE MUNICIPAL,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,2121,NO,4,Abril,Domingo,Fin de semana,Otoño
2025-04-14,UNION PLATENSE SRL,BSAS_LINEA_502_SUR,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,16067,NO,4,Abril,Lunes,Día de semana,Otoño
2025-04-14,MICROEXPRES S.A.,BSAS_LINEA_503_ESTE,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,9945,NO,4,Abril,Lunes,Día de semana,Otoño
2025-04-14,EXPRESO LA PLATA BUENOS AIRES S.A.,BSAS_LINEA_503E,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,38215,NO,4,Abril,Lunes,Día de semana,Otoño
2025-04-14,EMPRESA NUEVE DE JULIO S.A.T.,BSAS_LINEA_508C,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,1386,NO,4,Abril,Lunes,Día de semana,Otoño
2025-04-14,EXPRESO LA PLATA BUENOS AIRES S.A.,BSAS_LINEA_518,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,1094,NO,4,Abril,Lunes,Día de semana,Otoño
2025-04-14,UNION PLATENSE SRL,BSAS_LINEA_520C,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,17466,NO,4,Abril,Lunes,Día de semana,Otoño
2025-04-14,EMPRESA NUEVE DE JULIO S.A.T.,BSAS_LINEA_561B,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,1931,NO,4,Abril,Lunes,Día de semana,Otoño
2025-04-14,EMPRESA NUEVE DE JULIO S.A.T.,LINEA OESTE,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,78756,NO,4,Abril,Lunes,Día de semana,Otoño
2025-04-14,FUERTE BARRAGAN S.A.T.I.C.I.,LINEA_506F_BSAS,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,14205,NO,4,Abril,Lunes,Día de semana,Otoño
2025-04-14,UNION PLATENSE SRL,NORTE MUNICIPAL,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,14773,NO,4,Abril,Lunes,Día de semana,Otoño
2025-04-15,UNION PLATENSE SRL,BSAS_LINEA_502_SUR,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,15800,NO,4,Abril,Martes,Día de semana,Otoño
2025-04-15,MICROEXPRES S.A.,BSAS_LINEA_503_ESTE,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,9752,NO,4,Abril,Martes,Día de semana,Otoño
2025-04-15,EXPRESO LA PLATA BUENOS AIRES S.A.,BSAS_LINEA_503E,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,37244,NO,4,Abril,Martes,Día de semana,Otoño
2025-04-15,EMPRESA NUEVE DE JULIO S.A.T.,BSAS_LINEA_508C,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,1403,NO,4,Abril,Martes,Día de semana,Otoño
2025-04-15,EXPRESO LA PLATA BUENOS AIRES S.A.,BSAS_LINEA_518,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,936,NO,4,Abril,Martes,Día de semana,Otoño
2025-04-15,UNION PLATENSE SRL,BSAS_LINEA_520C,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,17169,NO,4,Abril,Martes,Día de semana,Otoño
2025-04-15,EMPRESA NUEVE DE JULIO S.A.T.,BSAS_LINEA_561B,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,1745,NO,4,Abril,Martes,Día de semana,Otoño
2025-04-15,EMPRESA NUEVE DE JULIO S.A.T.,LINEA OESTE,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,77171,NO,4,Abril,Martes,Día de semana,Otoño
2025-04-15,FUERTE BARRAGAN S.A.T.I.C.I.,LINEA_506F_BSAS,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,13873,NO,4,Abril,Martes,Día de semana,Otoño
2025-04-15,UNION PLATENSE SRL,NORTE MUNICIPAL,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,14292,NO,4,Abril,Martes,Día de semana,Otoño
2025-04-16,UNION PLATENSE SRL,BSAS_LINEA_502_SUR,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,16484,NO,4,Abril,Miércoles,Día de semana,Otoño
2025-04-16,MICROEXPRES S.A.,BSAS_LINEA_503_ESTE,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,9971,NO,4,Abril,Miércoles,Día de semana,Otoño
2025-04-16,EXPRESO LA PLATA BUENOS AIRES S.A.,BSAS_LINEA_503E,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,39097,NO,4,Abril,Miércoles,Día de semana,Otoño
2025-04-16,EMPRESA NUEVE DE JULIO S.A.T.,BSAS_LINEA_508C,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,1403,NO,4,Abril,Miércoles,Día de semana,Otoño
2025-04-16,EXPRESO LA PLATA BUENOS AIRES S.A.,BSAS_LINEA_518,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,1020,NO,4,Abril,Miércoles,Día de semana,Otoño
2025-04-16,UNION PLATENSE SRL,BSAS_LINEA_520C,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,17938,NO,4,Abril,Miércoles,Día de semana,Otoño
2025-04-16,EMPRESA NUEVE DE JULIO S.A.T.,BSAS_LINEA_561B,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,1863,NO,4,Abril,Miércoles,Día de semana,Otoño
2025-04-16,EMPRESA NUEVE DE JULIO S.A.T.,LINEA OESTE,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,77018,NO,4,Abril,Miércoles,Día de semana,Otoño
2025-04-16,FUERTE BARRAGAN S.A.T.I.C.I.,LINEA_506F_BSAS,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,14579,NO,4,Abril,Miércoles,Día de semana,Otoño
2025-04-16,UNION PLATENSE SRL,NORTE MUNICIPAL,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,14938,NO,4,Abril,Miércoles,Día de semana,Otoño
2025-04-17,UNION PLATENSE SRL,BSAS_LINEA_502_SUR,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,4088,NO,4,Abril,Jueves,Día de semana,Otoño
2025-04-17,MICROEXPRES S.A.,BSAS_LINEA_503_ESTE,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,3510,NO,4,Abril,Jueves,Día de semana,Otoño
2025-04-17,EXPRESO LA PLATA BUENOS AIRES S.A.,BSAS_LINEA_503E,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,13974,NO,4,Abril,Jueves,Día de semana,Otoño
2025-04-17,EMPRESA NUEVE DE JULIO S.A.T.,BSAS_LINEA_508C,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,382,NO,4,Abril,Jueves,Día de semana,Otoño
2025-04-17,UNION PLATENSE SRL,BSAS_LINEA_520C,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,5365,NO,4,Abril,Jueves,Día de semana,Otoño
2025-04-17,EMPRESA NUEVE DE JULIO S.A.T.,BSAS_LINEA_561B,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,424,NO,4,Abril,Jueves,Día de semana,Otoño
2025-04-17,EMPRESA NUEVE DE JULIO S.A.T.,LINEA OESTE,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,27207,NO,4,Abril,Jueves,Día de semana,Otoño
2025-04-17,FUERTE BARRAGAN S.A.T.I.C.I.,LINEA_506F_BSAS,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,5055,NO,4,Abril,Jueves,Día de semana,Otoño
2025-04-17,UNION PLATENSE SRL,NORTE MUNICIPAL,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,3612,NO,4,Abril,Jueves,Día de semana,Otoño
2025-04-18,UNION PLATENSE SRL,BSAS_LINEA_502_SUR,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,1897,NO,4,Abril,Viernes,Día de semana,Otoño
2025-04-18,MICROEXPRES S.A.,BSAS_LINEA_503_ESTE,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,2563,NO,4,Abril,Viernes,Día de semana,Otoño
2025-04-18,EXPRESO LA PLATA BUENOS AIRES S.A.,BSAS_LINEA_503E,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,10525,NO,4,Abril,Viernes,Día de semana,Otoño
2025-04-18,EMPRESA NUEVE DE JULIO S.A.T.,BSAS_LINEA_508C,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,304,NO,4,Abril,Viernes,Día de semana,Otoño
2025-04-18,EXPRESO LA PLATA BUENOS AIRES S.A.,BSAS_LINEA_518,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,203,NO,4,Abril,Viernes,Día de semana,Otoño
2025-04-18,UNION PLATENSE SRL,BSAS_LINEA_520C,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,3386,NO,4,Abril,Viernes,Día de semana,Otoño
2025-04-18,EMPRESA NUEVE DE JULIO S.A.T.,BSAS_LINEA_561B,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,308,NO,4,Abril,Viernes,Día de semana,Otoño
2025-04-18,EMPRESA NUEVE DE JULIO S.A.T.,LINEA OESTE,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,19562,NO,4,Abril,Viernes,Día de semana,Otoño
2025-04-18,FUERTE BARRAGAN S.A.T.I.C.I.,LINEA_506F_BSAS,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,3870,NO,4,Abril,Viernes,Día de semana,Otoño
2025-04-18,UNION PLATENSE SRL,NORTE MUNICIPAL,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,2312,NO,4,Abril,Viernes,Día de semana,Otoño
2025-04-19,UNION PLATENSE SRL,BSAS_LINEA_502_SUR,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,4046,NO,4,Abril,Sábado,Fin de semana,Otoño
2025-04-19,MICROEXPRES S.A.,BSAS_LINEA_503_ESTE,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,3721,NO,4,Abril,Sábado,Fin de semana,Otoño
2025-04-19,EXPRESO LA PLATA BUENOS AIRES S.A.,BSAS_LINEA_503E,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,15482,NO,4,Abril,Sábado,Fin de semana,Otoño
2025-04-19,EMPRESA NUEVE DE JULIO S.A.T.,BSAS_LINEA_508C,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,386,NO,4,Abril,Sábado,Fin de semana,Otoño
2025-04-19,EXPRESO LA PLATA BUENOS AIRES S.A.,BSAS_LINEA_518,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,330,NO,4,Abril,Sábado,Fin de semana,Otoño
2025-04-19,UNION PLATENSE SRL,BSAS_LINEA_520C,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,5489,NO,4,Abril,Sábado,Fin de semana,Otoño
2025-04-19,EMPRESA NUEVE DE JULIO S.A.T.,BSAS_LINEA_561B,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,443,NO,4,Abril,Sábado,Fin de semana,Otoño
2025-04-19,EMPRESA NUEVE DE JULIO S.A.T.,LINEA OESTE,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,28052,NO,4,Abril,Sábado,Fin de semana,Otoño
2025-04-19,FUERTE BARRAGAN S.A.T.I.C.I.,LINEA_506F_BSAS,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,4751,NO,4,Abril,Sábado,Fin de semana,Otoño
2025-04-19,UNION PLATENSE SRL,NORTE MUNICIPAL,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,3451,NO,4,Abril,Sábado,Fin de semana,Otoño
2025-04-20,UNION PLATENSE SRL,BSAS_LINEA_502_SUR,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,1356,NO,4,Abril,Domingo,Fin de semana,Otoño
2025-04-20,MICROEXPRES S.A.,BSAS_LINEA_503_ESTE,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,2246,NO,4,Abril,Domingo,Fin de semana,Otoño
2025-04-20,EXPRESO LA PLATA BUENOS AIRES S.A.,BSAS_LINEA_503E,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,10032,NO,4,Abril,Domingo,Fin de semana,Otoño
2025-04-20,EMPRESA NUEVE DE JULIO S.A.T.,BSAS_LINEA_508C,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,230,NO,4,Abril,Domingo,Fin de semana,Otoño
2025-04-20,UNION PLATENSE SRL,BSAS_LINEA_520C,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,2757,NO,4,Abril,Domingo,Fin de semana,Otoño
2025-04-20,EMPRESA NUEVE DE JULIO S.A.T.,BSAS_LINEA_561B,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,333,NO,4,Abril,Domingo,Fin de semana,Otoño
2025-04-20,EMPRESA NUEVE DE JULIO S.A.T.,LINEA OESTE,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,17106,NO,4,Abril,Domingo,Fin de semana,Otoño
2025-04-20,FUERTE BARRAGAN S.A.T.I.C.I.,LINEA_506F_BSAS,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,3412,NO,4,Abril,Domingo,Fin de semana,Otoño
2025-04-20,UNION PLATENSE SRL,NORTE MUNICIPAL,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,1966,NO,4,Abril,Domingo,Fin de semana,Otoño
2025-04-21,UNION PLATENSE SRL,BSAS_LINEA_502_SUR,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,14638,NO,4,Abril,Lunes,Día de semana,Otoño
2025-04-21,MICROEXPRES S.A.,BSAS_LINEA_503_ESTE,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,9277,NO,4,Abril,Lunes,Día de semana,Otoño
2025-04-21,EXPRESO LA PLATA BUENOS AIRES S.A.,BSAS_LINEA_503E,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,36671,NO,4,Abril,Lunes,Día de semana,Otoño
2025-04-21,EMPRESA NUEVE DE JULIO S.A.T.,BSAS_LINEA_508C,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,1337,NO,4,Abril,Lunes,Día de semana,Otoño
2025-04-21,EXPRESO LA PLATA BUENOS AIRES S.A.,BSAS_LINEA_518,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,911,NO,4,Abril,Lunes,Día de semana,Otoño
2025-04-21,UNION PLATENSE SRL,BSAS_LINEA_520C,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,17025,NO,4,Abril,Lunes,Día de semana,Otoño
2025-04-21,EMPRESA NUEVE DE JULIO S.A.T.,BSAS_LINEA_561B,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,1778,NO,4,Abril,Lunes,Día de semana,Otoño
2025-04-21,EMPRESA NUEVE DE JULIO S.A.T.,LINEA OESTE,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,75119,NO,4,Abril,Lunes,Día de semana,Otoño
2025-04-21,FUERTE BARRAGAN S.A.T.I.C.I.,LINEA_506F_BSAS,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,13358,NO,4,Abril,Lunes,Día de semana,Otoño
2025-04-21,UNION PLATENSE SRL,NORTE MUNICIPAL,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,14000,NO,4,Abril,Lunes,Día de semana,Otoño
2025-04-22,UNION PLATENSE SRL,BSAS_LINEA_502_SUR,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,14539,NO,4,Abril,Martes,Día de semana,Otoño
2025-04-22,MICROEXPRES S.A.,BSAS_LINEA_503_ESTE,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,9188,NO,4,Abril,Martes,Día de semana,Otoño
2025-04-22,EXPRESO LA PLATA BUENOS AIRES S.A.,BSAS_LINEA_503E,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,35834,NO,4,Abril,Martes,Día de semana,Otoño
2025-04-22,EMPRESA NUEVE DE JULIO S.A.T.,BSAS_LINEA_508C,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,1213,NO,4,Abril,Martes,Día de semana,Otoño
2025-04-22,EXPRESO LA PLATA BUENOS AIRES S.A.,BSAS_LINEA_518,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,868,NO,4,Abril,Martes,Día de semana,Otoño
2025-04-22,UNION PLATENSE SRL,BSAS_LINEA_520C,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,16487,NO,4,Abril,Martes,Día de semana,Otoño
2025-04-22,EMPRESA NUEVE DE JULIO S.A.T.,BSAS_LINEA_561B,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,1677,NO,4,Abril,Martes,Día de semana,Otoño
2025-04-22,EMPRESA NUEVE DE JULIO S.A.T.,LINEA OESTE,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,72752,NO,4,Abril,Martes,Día de semana,Otoño
2025-04-22,FUERTE BARRAGAN S.A.T.I.C.I.,LINEA_506F_BSAS,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,13152,NO,4,Abril,Martes,Día de semana,Otoño
2025-04-22,UNION PLATENSE SRL,NORTE MUNICIPAL,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,13419,NO,4,Abril,Martes,Día de semana,Otoño
2025-04-23,UNION PLATENSE SRL,BSAS_LINEA_502_SUR,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,14432,NO,4,Abril,Miércoles,Día de semana,Otoño
2025-04-23,MICROEXPRES S.A.,BSAS_LINEA_503_ESTE,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,9115,NO,4,Abril,Miércoles,Día de semana,Otoño
2025-04-23,EXPRESO LA PLATA BUENOS AIRES S.A.,BSAS_LINEA_503E,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,41324,NO,4,Abril,Miércoles,Día de semana,Otoño
2025-04-23,EMPRESA NUEVE DE JULIO S.A.T.,BSAS_LINEA_508C,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,1259,NO,4,Abril,Miércoles,Día de semana,Otoño
2025-04-23,EXPRESO LA PLATA BUENOS AIRES S.A.,BSAS_LINEA_518,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,870,NO,4,Abril,Miércoles,Día de semana,Otoño
2025-04-23,UNION PLATENSE SRL,BSAS_LINEA_520C,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,16031,NO,4,Abril,Miércoles,Día de semana,Otoño
2025-04-23,EMPRESA NUEVE DE JULIO S.A.T.,BSAS_LINEA_561B,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,1684,NO,4,Abril,Miércoles,Día de semana,Otoño
2025-04-23,EMPRESA NUEVE DE JULIO S.A.T.,LINEA OESTE,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,73661,NO,4,Abril,Miércoles,Día de semana,Otoño
2025-04-23,FUERTE BARRAGAN S.A.T.I.C.I.,LINEA_506F_BSAS,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,13443,NO,4,Abril,Miércoles,Día de semana,Otoño
2025-04-23,UNION PLATENSE SRL,NORTE MUNICIPAL,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,13219,NO,4,Abril,Miércoles,Día de semana,Otoño
2025-04-24,UNION PLATENSE SRL,BSAS_LINEA_502_SUR,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,14922,NO,4,Abril,Jueves,Día de semana,Otoño
2025-04-24,MICROEXPRES S.A.,BSAS_LINEA_503_ESTE,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,9431,NO,4,Abril,Jueves,Día de semana,Otoño
2025-04-24,EXPRESO LA PLATA BUENOS AIRES S.A.,BSAS_LINEA_503E,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,36788,NO,4,Abril,Jueves,Día de semana,Otoño
2025-04-24,EMPRESA NUEVE DE JULIO S.A.T.,BSAS_LINEA_508C,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,1329,NO,4,Abril,Jueves,Día de semana,Otoño
2025-04-24,EXPRESO LA PLATA BUENOS AIRES S.A.,BSAS_LINEA_518,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,990,NO,4,Abril,Jueves,Día de semana,Otoño
2025-04-24,UNION PLATENSE SRL,BSAS_LINEA_520C,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,16819,NO,4,Abril,Jueves,Día de semana,Otoño
2025-04-24,EMPRESA NUEVE DE JULIO S.A.T.,BSAS_LINEA_561B,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,1831,NO,4,Abril,Jueves,Día de semana,Otoño
2025-04-24,EMPRESA NUEVE DE JULIO S.A.T.,LINEA OESTE,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,77098,NO,4,Abril,Jueves,Día de semana,Otoño
2025-04-24,FUERTE BARRAGAN S.A.T.I.C.I.,LINEA_506F_BSAS,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,13401,NO,4,Abril,Jueves,Día de semana,Otoño
2025-04-24,UNION PLATENSE SRL,NORTE MUNICIPAL,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,13936,NO,4,Abril,Jueves,Día de semana,Otoño
2025-04-25,UNION PLATENSE SRL,BSAS_LINEA_502_SUR,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,14565,NO,4,Abril,Viernes,Día de semana,Otoño
2025-04-25,MICROEXPRES S.A.,BSAS_LINEA_503_ESTE,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,9265,NO,4,Abril,Viernes,Día de semana,Otoño
2025-04-25,EXPRESO LA PLATA BUENOS AIRES S.A.,BSAS_LINEA_503E,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,36201,NO,4,Abril,Viernes,Día de semana,Otoño
2025-04-25,EMPRESA NUEVE DE JULIO S.A.T.,BSAS_LINEA_508C,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,1147,NO,4,Abril,Viernes,Día de semana,Otoño
2025-04-25,EXPRESO LA PLATA BUENOS AIRES S.A.,BSAS_LINEA_518,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,860,NO,4,Abril,Viernes,Día de semana,Otoño
2025-04-25,UNION PLATENSE SRL,BSAS_LINEA_520C,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,16618,NO,4,Abril,Viernes,Día de semana,Otoño
2025-04-25,EMPRESA NUEVE DE JULIO S.A.T.,BSAS_LINEA_561B,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,1823,NO,4,Abril,Viernes,Día de semana,Otoño
2025-04-25,EMPRESA NUEVE DE JULIO S.A.T.,LINEA OESTE,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,75856,NO,4,Abril,Viernes,Día de semana,Otoño
2025-04-25,FUERTE BARRAGAN S.A.T.I.C.I.,LINEA_506F_BSAS,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,13459,NO,4,Abril,Viernes,Día de semana,Otoño
2025-04-25,UNION PLATENSE SRL,NORTE MUNICIPAL,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,14100,NO,4,Abril,Viernes,Día de semana,Otoño
2025-04-26,UNION PLATENSE SRL,BSAS_LINEA_502_SUR,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,4786,NO,4,Abril,Sábado,Fin de semana,Otoño
2025-04-26,MICROEXPRES S.A.,BSAS_LINEA_503_ESTE,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,4126,NO,4,Abril,Sábado,Fin de semana,Otoño
2025-04-26,EXPRESO LA PLATA BUENOS AIRES S.A.,BSAS_LINEA_503E,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,17360,NO,4,Abril,Sábado,Fin de semana,Otoño
2025-04-26,EMPRESA NUEVE DE JULIO S.A.T.,BSAS_LINEA_508C,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,433,NO,4,Abril,Sábado,Fin de semana,Otoño
2025-04-26,EXPRESO LA PLATA BUENOS AIRES S.A.,BSAS_LINEA_518,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,372,NO,4,Abril,Sábado,Fin de semana,Otoño
2025-04-26,UNION PLATENSE SRL,BSAS_LINEA_520C,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,6105,NO,4,Abril,Sábado,Fin de semana,Otoño
2025-04-26,EMPRESA NUEVE DE JULIO S.A.T.,BSAS_LINEA_561B,SI,COLECTIVO,MUNICIPAL,BUENOS AIRES,LA PLATA,534,NO,4,Abril,Sábado,Fin de semana,Otoño
